Audio File,User Choice,Is Correct
tan.wav,tan,True
can.wav,can,True
wooed.wav,wooed,True
set.wav,set,True
men.wav,men,True
should.wav,shooed,False
each.wav,each,True
pool.wav,pool,True
hot.wav,hot,True
nut.wav,nut,True
bet.wav,bet,True
