Audio File,User Choice,Correct Answer,Is Correct
SingleTalker_SNR_-4_dB_itch.wav,itch,SingleTalker_SNR_-4_dB_itch,False
SingleTalker_SNR_-4_dB_cut.wav,cot,SingleTalker_SNR_-4_dB_cut,False
SingleTalker_SNR_-4_dB_wooed.wav,wooed,SingleTalker_SNR_-4_dB_wooed,False
SingleTalker_SNR_0_dB_grin.wav,grin,SingleTalker_SNR_0_dB_grin,False
SingleTalker_SNR_-4_dB_bot.wav,but,SingleTalker_SNR_-4_dB_bot,False
SingleTalker_SNR_-4_dB_but.wav,but,SingleTalker_SNR_-4_dB_but,False
