Audio File,User Choice,Correct Answer,Is Correct
SingleTalker_SNR_0_dB_met.wav,met,SingleTalker_SNR_0_dB_met,False
SingleTalker_SNR_-4_dB_look.wav,look,SingleTalker_SNR_-4_dB_look,False
